Catogory,Body
PROMOTION,"FLASH SALE ALERT
Get *70% OFF* on Fastrack Sunglasses. Hurry, limited time offer!

Shop now: bit.ly/3Df6KmR"
PROMOTION,"Dear Customer, Special OFFER! Enjoy FREE Times Prime Benefit worth Rs.10,000. Apply For Flipkart Axis Bank Credit Card Today>

http://fkrt.it/BgZoJGuuuN"
PROMOTION,"Dear Customer, Congrats on meeting the Axis credit card eligibility. Get FREE 4 Airport Lounge Access. Click 1kx.in/iARyYS to Apply. MyMoneyMantra."
PROMOTION,"Mr/Ms BALAJI, Thangamayil's Aadi Sale 2023, Get Half a poun gold for every 10 pouns of Gold jewelry purchase* Hurry! valid 20-Aug bit.ly/AadPk23"
PROMOTION,"Dear Customer, you're few steps away from completing your Personal loan application. Resume & get loan up to Rs.5 Lakh* in 30secs >

http://fkrt.it/VcTufruuuN"
PROMOTION,"Hey BALAJI , Your loan money of up to Rs 9 Lakh is ready. With Airtel Flexi Credit, avail low interest rates, no paperwork & get loan disbursed within minutes. Apply Now https://i.airtel.in/NPQPL"
PROMOTION,"Tanishq presents biggest exhibition of exquisite Color Stone Mela from 19jul-06Aug @ Gowriwakkam, Chennai. Get 100% exchange of old gold Call 9791010066"
PROMOTION,"Monsoon Sale Alert! Shop pure silk & cotton sarees at Taneira, starting from Rs. 1299. Enjoy flat 20% off* on your favorite picks. Limited time offer. Hurry! Shop now at https://bit.ly/3pIpeZG. *TnC apply."
PROMOTION,Follow Twitter handle @CyberDost of Ministry of Home Affairs to know the safety tips related to cybercrimes.
PROMOTION,"MAX Fashion SALE is Ending soon..Don't miss out!
Get FLAT 50-70% OFF on a wide range of garments, footwear & accessories!
Rush to your nearest store NOW!
TnC"
TRANSACTION,"Pack Valid till 16 Dec 2023. CallCost:Rs0.00 Duration:00:00:44 Bal:Rs0.00.
301=50GB till existing validity, Wynk Premium,365D"
TRANSACTION,A/c XXXXX1796 debited Rs. 300.00 on 22-07-23 to RVS Fuel INC. UPI:320312938480. Not you? SMS BLOCK to 9289592895- Indian Bank
PROMOTION,"Vasanth And Co & Bajaj Finserv brings you cashback upto Rs.6000 on selected mobiles & electronics. Visit now.. Click 
http://bflsms.in/K64GdRgE
. T&C"
PROMOTION,Enjoy endless surprises this Aadi at GRT Jewellers get an assured gift for every purchase you make & Rs.50 per gm extra on old gold exchange. T&C t.ly/FWzHR
PROMOTION,"Hi Customer,
Sell your car for a great price!

- Instant Quote
- Free Home Inspection

Call: 9319977102
Or
Visit: http://gmg.im/dRmr5i
-CARS24"
PROMOTION,"Dear Customer, Triple OFFER: Apply for Flipkart Axis Bank Credit Card. Get 5% Cashback + Rs.1000* Gift Card+ Times Prime Benefits.

http://fkrt.it/y8FO9kNNNN"
TRANSACTION,Rs.1000.00 credited to a/c XXXXX1796 on 22/07/2023 by a/c linked to VPA thirupathi.ns-1@okicici (UPI Ref no 356934516310).-Indian Bank
PROMOTION,"Dear Taxpayer, file your ITR for AY 2023-24 at https://clr.tax/n3Gr5, before 31st July 2023. Avoid last day rush. Ignore if already filed. Team Cleartax."
PROMOTION,"Dear Taxpayer, file your ITR for AY 2023-24 at https://clr.tax/n3Gr5, before 31st July 2023. Avoid last day rush. Ignore if already filed. Team Cleartax."
PROMOTION,"Dear Customer,Visit New TRENDS @OMR Perungudi,MOTI TOWERS. Shop for Rs3999 & Get an Exciting Gift @Rs249 + Coupons worth Rs1500. T&CLocation: bit.ly/3MvRtSK"
PROMOTION,"Dear BALAJI THILAGAR, renew your HDFC ERGO 2 wheeler insurance policy 2312100332919003 bearing Reg. no TN-67-BX-1878 before Aug 21, 2023. Renew instantly at 
http://hegi.org/Q3M_ppA0"
PROMOTION,"Do not miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click u.airtel.in/hKOOl5"
TRANSACTION,A/c XXXXX1796 debited Rs. 990.00 on 23-07-23 to SENTHILKUMAR  JAYARA. UPI:320435772325. Not you? SMS BLOCK to 9289592895- Indian Bank
PROMOTION,"Pack Valid till 16 Dec 2023. CallCost:Rs0.00 Duration:00:01:23 Bal:Rs0.00.
181=1GB/D,30D. Benefit is over,above existing pack"
PROMOTION,"Hi Customer,
Sell your car for a great price!

- Instant Quote
- Free Home Inspection

Call: 9319977102
Or
Visit: http://gmg.im/5Sgyj
-CARS24"
PROMOTION,"Last Day: FLAT 25% OFF on purchase of Rs. 2000.
Hurry!! Shop today at your nearest UNLIMITED Fashion store to avail the benefit. TnC
Code: CBCEG3K2L5"
TRANSACTION,A/c XXXXX1796 debited Rs. 1091.80 on 23-07-23 to IRCTC Web UPI. UPI:320439469703. Not you? SMS BLOCK to 9289592895- Indian Bank
TRANSACTION,"PNR:4352005296,TRN:12661,DOJ:24-07-23,SL,MS-SVKS,DP:20:40,Boarding at MS only,
SEETHALAKSHMI+1,S5 9,S5 12,
Fare:1080,C Fee:11.8+PG
QR Code URL qr.indian -IRCTC"
PROMOTION,"Dear Customer, 
Shop with Flipkart Axis Super Elite Credit Card &
Earn 4X SuperCoins & More!

Shop at Flipkart >
http://fkrt.it/v1h8MkNNNN"
TRANSACTION,A/c XXXXX1796 debited Rs. 373.69 on 23-07-23 to Jio Postpaid Bill Payment. UPI:320442117806. Not you? SMS BLOCK to 9289592895- Indian Bank
PROMOTION,"Hello BALAJI, Financial freedom awaits! Get a hassle-free Personal Loan up to Rs. 7 Lakhs. Apply now at http://f49.bz/ie9YDw. FinBud"
TRANSACTION,Rs.1100.00 credited to a/c XXXXX1796 on 23/07/2023 by a/c linked to VPA thirupathi.ns-1@okicici (UPI Ref no 320438854990).-Indian Bank
TRANSACTION,A/c XXXXX1796 debited Rs. 390.00 on 23-07-23 to NEEDS. UPI:320447825923. Not you? SMS BLOCK to 9289592895- Indian Bank
TRANSACTION,A/c XXXXX1796 debited Rs. 120.00 on 23-07-23 to SUBASH C. UPI:320452928479. Not you? SMS BLOCK to 9289592895- Indian Bank
TRANSACTION,Rs.15000.00 credited to a/c XXXXX1796 on 24/07/2023 by a/c linked to VPA archudhanapathi@okaxis (UPI Ref no 320517223154).-Indian Bank
PROMOTION,"Dear BALAJI, 
You & baby will love this one. Get upto 50% OFF. Avail 2-hr* delivery too! Tap https://ftex.in/wpq0o9 Apollo24|7"
PROMOTION,"Hi there, you can get FLAT 250 Off on Myntra with 232 Points earned via HDFC Times Points Debit Card. HURRY! *T&C https://bit.ly/475kZIn"
PROMOTION,"Dear Taxpayer, file your ITR for AY 2023-24 at https://clr.tax/n3Gr5, before 31st July 2023. Avoid last day rush. Ignore if already filed. Team Cleartax."
PROMOTION,"Dear Taxpayer, file your ITR for AY 2023-24 at https://clr.tax/n3Gr5, before 31st July 2023. Avoid last day rush. Ignore if already filed. Team Cleartax."
TRANSACTION,"PNR-4352005296
Trn:12661
Dt:24-07-23
Frm MS to SVKS
Cls:SL
P1-S5,9
P2-S5,12
Boarding allowed from MS
Chart Prepared
For Enquiry/Complaint/Assistance,please dial 139
Indian Railway"
TRANSACTION,A/c XXXXX1796 debited Rs. 400.00 on 24-07-23 to ABI MOBILE TECH. UPI:320575446294. Not you? SMS BLOCK to 9289592895- Indian Bank
PROMOTION,"Dear Balaji B
Thanks for shopping @Max! Click on the link below to get your E-Invoice & SURPRISE offers on Max Fashion WhatsApp! 
https://bit.ly/3mlMW8f"
PROMOTION,"Dear Balaji B
Thanks for shopping @Max! Click on the link below to get your E-Invoice & SURPRISE offers on Max Fashion WhatsApp! 
https://bit.ly/3mlMW8f"
PROMOTION,"Dear Balaji B
Thanks for shopping @Max! Click on the link below to get your E-Invoice & SURPRISE offers on Max Fashion WhatsApp! 
https://bit.ly/3mlMW8f"
PROMOTION,"Dear Balaji B
Thanks for shopping @Max! Click on the link below to get your E-Invoice & SURPRISE offers on Max Fashion WhatsApp! 
https://bit.ly/3mlMW8f"
PROMOTION,"Dear Customer, Health Insurance now at affordable prices. Protect your family with Niva Bupa Health Insurance Plans. Visit https://eej.at/RgFq5C0d"
PROMOTION,"Dear Customer, Health Insurance now at affordable prices. Protect your family with Niva Bupa Health Insurance Plans. Visit https://eej.at/sdP2yGGE"
TRANSACTION,HDFC Bank: Tirupathi Tirumala Devasthanams has requested Rs. 1150.00 from you through UPI. To authorize debit from your account please login to your UPI App. To pay instantly click here hdfcbk.io/a/JAoVy9M2
TRANSACTION,A/c XXXXX1796 debited Rs. 1150.00 on 25-07-23 to Tirupathi Tirumala Devasthanams. UPI:320612683406. Not you? SMS BLOCK to 9289592895- Indian Bank
TRANSACTION,"Dear XXXXXXXX5339,your passbook balance against TNMAS00504760000000154 is Rs. 13,02,625/-. Contribution of Rs. 21,248/- for due month Jul-23 has been received."
PROMOTION,"Dear Taxpayer, file your ITR for AY 2023-24 at https://clr.tax/n3Gr5, before 31st July 2023. Avoid last day rush. Ignore if already filed. Team Cleartax."
PROMOTION,"Dear Taxpayer, file your ITR for AY 2023-24 at https://clr.tax/n3Gr5, before 31st July 2023. Avoid last day rush. Ignore if already filed. Team Cleartax."
PROMOTION,"Hello , Financial freedom awaits! Get a hassle-free Personal Loan up to Rs. 7 Lakhs. Apply now at http://f49.bz/ifiqhy. FinBud"
PROMOTION,"Dear Learner, Pursue M.Tech in Data Science along with a full-time career. Apply Now: weurl.co/cvVnOJ -SRMIST"
PROMOTION,"Dear Customer, your SuperCoins are Expiring! Use to Grab FREE Pizzas, Earbuds, OTT Subscriptions & More! 

Redeem at Flipkart Now >
http://fkrt.it/WW3QfkNNNN"
PROMOTION,Did you know that solutions with Red QC badges do not get paid? Earn Green Badges in your next QC thru the best practices @ bit.ly/CheggRatings CHEGG
TRANSACTION,"Pack Valid till 16 Dec 2023. CallCost:Rs0.00 Duration:00:00:17 Bal:Rs0.00.
181=1GB/D,30D. Benefit is over,above existing pack"
TRANSACTION,You've spent Rs.971 On HDFC Bank CREDIT Card xx6398 At ..PROGRESS GASTRO  On 2023-07-25:19:59:12 Avl bal: Rs.442033 Curr O/s: Rs.83967 Not you?Call 18002586161
TRANSACTION,A/c XXXXX1796 debited Rs. 45.00 on 25-07-23 to SELVAKUMAR J. UPI:320605066205. Not you? SMS BLOCK to 9289592895- Indian Bank
TRANSACTION,A/c XXXXX1796 debited Rs. 25.00 on 25-07-23 to Mr N Ganesan GANESAN. UPI:320605208937. Not you? SMS BLOCK to 9289592895- Indian Bank
PROMOTION,"Dear Customer,

We Guarantee to provide lowest Air-Fare or else We pay u double of the difference.

EaseMyTrip Care Team
Hurry! Book now.
https://emt.bio/SxtstR"
PROMOTION,"Before dealing with Investment Advisor (IA), check if it is registered with SEBI. Click https://eej.at/mapCdaiq for list of registered IAs - NSE"
PROMOTION,"Dear Balaji B
Thanks for shopping @Max! Click on the link below to get your E-Invoice & SURPRISE offers on Max Fashion WhatsApp! 
https://bit.ly/3mlMW8f"
PROMOTION,"Dear Balaji B
Thanks for shopping @Max! Click on the link below to get your E-Invoice & SURPRISE offers on Max Fashion WhatsApp! 
https://bit.ly/3mlMW8f"
PROMOTION,"Dear Balaji B
Thanks for shopping @Max! Click on the link below to get your E-Invoice & SURPRISE offers on Max Fashion WhatsApp! 
https://bit.ly/3mlMW8f"
TRANSACTION,Rs.1000.00 credited to a/c XXXXX1796 on 26/07/2023 by a/c linked to VPA archudhanapathi@okaxis (UPI Ref no 320775754661).-Indian Bank
TRANSACTION,Rs.1000.00 credited to a/c XXXXX1796 on 26/07/2023 by a/c linked to VPA archudhanapathi@okaxis (UPI Ref no 320777327215).-Indian Bank
PROMOTION,"Dear Balaji B
Thanks for shopping @Max! Click on the link below to get your E-Invoice & SURPRISE offers on Max Fashion WhatsApp! 
https://bit.ly/3mlMW8f"
PROMOTION,"Dear Balaji B
Thanks for shopping @Max! Click on the link below to get your E-Invoice & SURPRISE offers on Max Fashion WhatsApp! 
https://bit.ly/3mlMW8f"
PROMOTION,"Dear Balaji B
Thanks for shopping @Max! Click on the link below to get your E-Invoice & SURPRISE offers on Max Fashion WhatsApp! 
https://bit.ly/3mlMW8f"
PROMOTION,"Dear Balaji B
Thanks for shopping @Max! Click on the link below to get your E-Invoice & SURPRISE offers on Max Fashion WhatsApp! 
https://bit.ly/3mlMW8f"
PROMOTION,"Dear Tax Payer,
File your ITR from your myITreturn.com account before 31st July to avoid penalty upto Rs.5000. You can file for Rs. 199. ERI, -myITreturn"
TRANSACTION,OTP is 763555 for txn of INR 1241.22 at IRCTC on HDFC Bank card ending 6398. Valid till 12:44:20. Do not share OTP for security reasons
TRANSACTION,You've spent Rs.1241.22 On HDFC Bank CREDIT Card xx6398 At IRCTC On 2023-07-26:12:41:42 Avl bal: Rs.440791.78 Curr O/s: Rs.85208.22 Not you?Call 18002586161
TRANSACTION,You've spent Rs.1241.22 On HDFC Bank CREDIT Card xx6398 At IRCTC On 2023-07-26:12:45:50 Avl bal: Rs.439551.50 Curr O/s: Rs.86448.50 Not you?Call 18002586161
PROMOTION,"Dear Taxpayer, file your ITR for AY 2023-24 at https://clr.tax/n3Gr5, before 31st July 2023. Avoid last day rush. Ignore if already filed. Team Cleartax."
PROMOTION,"Dear Taxpayer, file your ITR for AY 2023-24 at https://clr.tax/n3Gr5, before 31st July 2023. Avoid last day rush. Ignore if already filed. Team Cleartax."
PROMOTION,"Dear Customer,

Cash loan by Prefr from Rs.10,000 to Rs.3,00,000

No Hidden Charges & Direct Transfer to your Bank A/C.

Click - http://1kx.in/yOFu1C AB Finance"
PROMOTION,58% Off for you on Wednesday Bucket. Enjoy the mid-week munching with KFC. Order now. bit.ly/44CRhJa TnC
